job_title,location,job_type,experience_level,salary,requirements,excel,tableau,power_bi,sql,python
Data Scientist (AI),Remote job,Full Time,Senior-level,129000.0,"Agile,Big Data,Chatbots,Clustering,Computer Science,Data analysis",no,no,no,no,no
"Backend Engineer, AI","Berlin, Germany",Full Time,Senior-level,62000.0,"CI/CD,Computer Science,Distributed Systems,Docker,Engineering,Flask",no,no,no,no,no
"Applied Scientist II, Market Optimization",United States,Full Time,Senior-level,184000.0,"Core ML,Data analysis,Deep Learning,Engineering,GCP,Google Cloud",no,no,no,no,no
HSO GS - AI/ML | 5-7 Years,India,Full Time,Mid-level,45000.0,"Agile,Architecture,Azure,Banking,Bitbucket,Computer Vision",no,no,no,no,no
Data Engineer - IT Corporate,"Porto, Portugal",Full Time,Entry-level,59000.0,"Agile,Banking,CI/CD,DevOps,Git,Hadoop",no,no,no,no,no
Machine Learning Engineer,"Barcelona, Catalunya [Cataluña], Spain",Full Time,Mid-level,74000.0,"Agile,Alpaca,APIs,Architecture,AWS,Azure",no,no,no,no,no
Machine Learning (ML) Engineers (AI),Remote job,Full Time,Senior-level,62000.0,"Agile,Architecture,Chatbots,Computer Science,Deep Learning,Engineering",no,no,no,no,no
HRData Analyst,France,Full Time,Entry-level,39000.0,"Power BI,Vue,,,,",no,no,yes,no,no
SystemsData Analyst,"Sydney, Australia",Full Time,Entry-level,48000.0,"Agile,Architecture,Engineering,ETL,Excel,Finance",no,no,no,no,no
Financial MarketData Analyst,"Central, Hong Kong Island, Hong Kong",Full Time,Entry-level,48000.0,"Computer Science,Data analysis,Engineering,Finance,Linux,OOP",no,no,no,no,no
"Backend Engineer, AI","Yerevan, Armenia",Full Time,Entry-level,31000.0,"CI/CD,Computer Science,Distributed Systems,Docker,Engineering,Flask",no,no,no,no,no
Machine Learning Engineer,"Rio de Janeiro, State of Rio de ",Full Time,Mid-level,74000.0,"Agile,Big Data,CI/CD,Docker,Engineering,ETL",no,no,no,no,no
Applied Research Scientist - Scientifique en recherche appliquée,"Montreal, Quebec, Canada",Full Time,Mid-level,61000.0,"Consulting,Data analysis,Deep Learning,Generative modeling,Machine Learning,Mathematics",no,no,no,no,no
Data Scientist,"Toronto, Ontario, Canada - Remote",Full Time,Senior-level,129000.0,"Data strategy,Data visualization,Engineering,Finance,Machine Learning,ML models",no,no,no,no,no
Robotics Software Engineer,Greater Boston / New Hampshire Area,Full Time,Senior-level,69000.0,"Architecture,Cybernetics,DataRobot,Drones,Lidar,Linux",no,no,no,no,no
Data Scientist,"Auckland, Auckland, New Zealand",Full Time,Mid-level,60000.0,"Computer Science,Data Mining,Data pipelines,Deep Learning,ETL,Machine Learning",no,no,no,no,no
Customs Brokerage Executive (Air Freight),"Sepang, Selangor, Malaysia",Full Time,Executive-level,65000.0,"Classification,Consulting,,,,",no,no,no,no,no
Risk Investigator - AML Operations,India,Full Time,Senior-level,55000.0,"Banking,Excel,Machine Learning,Research,SQL,",no,no,no,yes,no
AI Research Scientist,Remote job,Full Time,Senior-level,89000.0,"Agile,Chatbots,Computer Science,Deep Learning,Engineering,Haystack",no,no,no,no,no
Staff Software Engineer - Data Products,Remote - United States,Full Time,Senior-level,131000.0,"APIs,Architecture,Data pipelines,Data quality,Engineering,Machine Learning",no,no,no,no,no
Machine Learning Engineer,Poland or Eastern ope remote,Full Time,Senior-level,131000.0,"Cybernetics,DataRobot,Engineering,Keras,Machine Learning,Python",no,no,no,no,yes
Data Engineer,Colombia Remote,Full Time,Senior-level,115000.0,"Airflow,Angular,APIs,Architecture,AWS,Azure",no,no,no,no,no
Spark Data Engineer,Argentina Remote,Full Time,Senior-level,115000.0,"Airflow,Angular,APIs,Architecture,AWS,Azure",no,no,no,no,no
Server Engineer - Big Data Serving Group,"Kyiv, Ukraine",Full Time,Senior-level,62000.0,"Agile,Architecture,Big Data,Kubernetes,Linux,Scala",no,no,no,no,no
Data Analyst,Spain,Full Time,Executive-level,80000.0,"Data Studio,ELT,ETL,Excel,Pentaho,Power BI",no,no,yes,no,no
Data Scientist (MICA),"Koice, Slovakia (Slovak Republic)",Full Time,Senior-level,129000.0,"Big Data,CI/CD,CX,Data Analytics,Docker,Git",no,no,no,no,no
"Data Analyst, Freelance",Lithuania - Remote,Full Time,Entry-level,48000.0,"Economics,Excel,Research,Statistics,,",no,no,no,no,no
Experience &Data Analyst,Latin America,Full Time,Senior-level,92000.0,"Crypto,Data Analytics,Finance,Privacy,SQL,",no,no,no,yes,no
"Staff Machine Learning Engineer, Revenue Automation and Data Services","APAC, EMEA, US / Canada",Full Time,Senior-level,131000.0,"Computer Science,Engineering,Finance,LLMs,Machine Learning,ML infrastructure",no,no,no,no,no
Lead Data Engineer- Bangalore,India,Full Time,Entry-level,59000.0,"Architecture,Big Data,BigQuery,Engineering,FinTech,Hadoop",no,no,no,no,no
Computational Linguist (Speech) - English USA Native,"Barcelona, Catalunya [Cataluña], Spain",Full Time,Mid-level,51000.0,"A,Git,NLG,NLP,PhD,Python",no,no,no,no,yes
Data Engineer,"Bangkok, Thailand",Full Time,Senior-level,115000.0,"Agile,Airflow,APIs,Architecture,AWS,Azure",no,no,no,no,no
Cloud Data Scientist,"Kuala Lumpur, Malaysia",Full Time,Senior-level,129000.0,"Agile,Azure,Consulting,Data analysis,DevOps,Excel",no,no,no,no,no
"Staff Applied Research Scientist, Perception",United States,Full Time,Senior-level,234000.0,"Computer Vision,Drivers license,Lidar,Machine Learning,PhD,Python",no,no,no,no,yes
Data Engineer (Remote),"Chicago, IL",Full Time,Senior-level,115000.0,"AWS,Classification,Data pipelines,Data strategy,Data warehouse,ELT",no,no,no,no,no
"Big Data Full Stack Software Engineer (Top Secret), Python - 1545","Herndon, VA",Full Time,Senior-level,69000.0,"Agile,Ansible,Architecture,AWS,Azure,Big Data",no,no,no,no,no
Engineering Manager (Java / Bigdata),India,Full Time,Senior-level,55000.0,"Agile,Architecture,AWS,Big Data,Computer Science,Engineering",no,no,no,no,no
[SO]Data Analyst,"Tân Bình, Vietnam",Full Time,Senior-level,92000.0,"Agile,Consulting,Data warehouse,Economics,Engineering,ETL",no,no,no,no,no
". Cloud Engineer, Data Team","Irvine, CA",Full Time,Senior-level,166000.0,"Agile,Ansible,Architecture,AWS,Azure,Computer Science",no,no,no,no,no
Lead Data Engineer (Part time),United Kingdom,Part Time,Mid-level,73000.0,"Agile,Azure,Databricks,DataOps,Data pipelines,Data warehouse",no,no,no,no,no
ProductData Analyst,"Cambridge, MA",Full Time,Senior-level,69000.0,"A/B testing,Architecture,Big Data,Business Analytics,Computer Science,Data Analytics",no,no,no,no,no
Cloud Data Architect,"Chicago, Illinois, United States",Full Time,Senior-level,69000.0,"APIs,Architecture,AWS,Azure,Big Data,Business Intelligence",no,no,no,no,no
Data Engineer,"San Antonio, TX",Full Time,Senior-level,115000.0,"Agile,Consulting,Consulting firm,Data pipelines,Data quality,Engineering",no,no,no,no,no
"Software / Data Engineer, Python, - 2690","Springfield, VA",Full Time,Senior-level,115000.0,"Angular,Ansible,AWS,Azure,Big Data,Computer Science",no,no,no,no,no
"Machine Learning Engineer II, Perception",United States,Full Time,Senior-level,163000.0,"Autonomous Driving,Caffe,Classification,Computer Science,CUDA,Drivers license",no,no,no,no,no
Big - Data Engineer,Rishon Lezion,Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Azure,CI/CD,Computer Science",no,no,no,no,no
Working Student - Asset Optimisation & Hedging - Business Intelligence,"Hamburg, Germany",Full Time,Entry-level,39000.0,"Business Intelligence,Data analysis,Economics,Engineering,Excel,Finance",no,no,no,no,no
Data Engineer for SCADA and the Operational Data platform,"Kolding, Denmark",Full Time,Senior-level,115000.0,"Architecture,Data Analytics,Data management,Engineering,Industrial,Security",no,no,no,no,no
"Intelligence Data Analyst (Data Scientist), Python - 2925","St. Louis, MO",Full Time,Senior-level,129000.0,"Agile,Computer Science,Data Analytics,Deep Learning,Elasticsearch,ETL",no,no,no,no,no
"Manager, Software Engineering (Machine Learning Team)","Taipei, Taiwan",Full Time,Senior-level,55000.0,"Computer Science,Deep Learning,Econometrics,Engineering,Hadoop,Machine Learning",no,no,no,no,no
Group Head - Data Architect,"Gurgaon, India",Full Time,Senior-level,135000.0,"Architecture,Consulting,Data management,Data strategy,Data Studio,E-commerce",no,no,no,no,no
"Data Engineer, Analytics & Insights","Dhaka, BD",Full Time,Entry-level,59000.0,"A,Business Intelligence,Computer Science,Data analysis,Data quality,Engineering",no,no,no,no,no
"Data Scientist, Large Language Models","Toronto, Ontario",Full Time,Senior-level,129000.0,"CX,Data pipelines,Data quality,Engineering,FinTech,Git",no,no,no,no,no
Staff Data Scientist - Marketing,United States& Canada - Remote,Full Time,Senior-level,166000.0,"Causal inference,Computer Science,Data Mining,Economics,Machine Learning,Mathematics",no,no,no,no,no
Data Analyst Architect (Microsoft emphasis),"Brookfield, Wisconsin, United States",Full Time,Senior-level,62000.0,"Agile,Architecture,Azure,Data Analytics,Data governance,Data quality",no,no,no,no,no
Azure AI/ML Expert,India,Full Time,Senior-level,55000.0,"Azure,CI/CD,Computer Science,Computer Vision,Consulting,Data Mining",no,no,no,no,no
"Applied Research Scientist II, Perception",United States,Full Time,Senior-level,163000.0,"Computer Vision,Drivers license,Engineering,Lidar,Machine Learning,PhD",no,no,no,no,no
Lead Robotics Engineer,"Ann Arbor, MI",Full Time,Senior-level,69000.0,"ANN,Computer Science,Computer Vision,Engineering,Genetics,Git",no,no,no,no,no
Fraud Data Scientist,United States(U.S.),Full Time,Mid-level,60000.0,"AWS,Computer Science,Data Analytics,Deep Learning,Engineering,GCP",no,no,no,no,no
Big Data Engineer,"Nea Smyrni, Attica, Greece",Full Time,Mid-level,30000.0,"Airflow,APIs,AWS,Azure,Big Data,Computer Science",no,no,no,no,no
Data Engineer - India,India,Full Time,Senior-level,115000.0,"Architecture,AWS,Big Data,BigQuery,Computer Science,Engineering",no,no,no,no,no
Data Engineer,"Rajagiriya, i Lanka",Full Time,Mid-level,73000.0,"Agile,AWS,BigQuery,ChatGPT,Computer Science,Data analysis",no,no,no,no,no
"Staff Machine Learning Engineer, Perception",United States,Full Time,Senior-level,193000.0,"Caffe,Classification,Computer Science,CUDA,Drivers license,Machine Learning",no,no,no,no,no
Robotics Software Team Lead,"Montréal, QC, Canada",Full Time,Senior-level,69000.0,"CAD,JavaScript,Python,React,Robotics,Testing",no,no,no,no,yes
Data Engineer - Software Engineer,"India, Karnataka",Full Time,Senior-level,115000.0,"Architecture,AWS,Big Data,Cassandra,Engineering,Flink",no,no,no,no,no
"Research Engineer, Privacy",United States,Full Time,Senior-level,245000.0,"AGI,Deep Learning,Distributed Systems,LLMs,Machine Learning,OpenAI",no,no,no,no,no
Data Engineer,United States,Full Time,Senior-level,108000.0,"Airflow,AWS,Data pipelines,Data warehouse,Distributed Systems,Engineering",no,no,no,no,no
Software Engineer (AI Asset Mgmt Team),Bangkok,Full Time,Senior-level,55000.0,"APIs,AWS,Azure,CI/CD,Computer Science,Crypto",no,no,no,no,no
. Data Engineer,"Washington, DC",Full Time,Senior-level,151000.0,"AWS,Azure,Big Data,BigQuery,CI/CD,Computer Science",no,no,no,no,no
Clinical Data Manager I,"Warsaw, Masovian Voivodeship, Poland",Full Time,Mid-level,51000.0,"Data management,Excel,GCP,Research,Statistics,Testing",no,no,no,no,no
Data Analyst - Terminology,Massachusetts - Boston,Full Time,Senior-level,92000.0,"Agile,AWS,Data analysis,Data management,Data quality,Excel",no,no,no,no,no
Expert in AI/ NLP/ ML - 4354,Brussels,Full Time,Senior-level,62000.0,"Agile,Airflow,Architecture,AWS,Azure,Cassandra",no,no,no,no,no
Data Engineer (Hybrid),"Chicago, IL",Full Time,Senior-level,115000.0,"AWS,Classification,Data pipelines,Data strategy,Data warehouse,ELT",no,no,no,no,no
"Technical Support Supervisor/Manager - EMEA Remote (Robotics, AMR, WMS)","Remote, United Kingdom",Full Time,Senior-level,56000.0,"E-commerce,Engineering,Robotics,,,",no,no,no,no,no
"Director, Engineering - ML / AI",London,Full Time,Executive-level,73000.0,"Engineering,Machine Learning,R,R&D,Research,Security",no,no,no,no,no
/ StaffData Analyst (Customer Experience Product Analytics),"Seoul, South Korea",Full Time,Senior-level,92000.0,"A/B testing,CX,Distributed Systems,E-commerce,ETL,Jupyter",no,no,no,no,no
QA Engineer (AI Asset Mgmt Team),Bangkok,Full Time,Senior-level,55000.0,"AWS,Azure,Crypto,Engineering,Finance,FinTech",no,no,no,no,no
Lead Data Engineer,United Kingdom,Full Time,Mid-level,103000.0,"Agile,Azure,Databricks,DataOps,Data pipelines,Data warehouse",no,no,no,no,no
Data Modeller (UK Wide),"Newbury, England, United Kingdom",Full Time,Mid-level,45000.0,"AWS,Data analysis,GCP,RDBMS,Snowflake,SQL",no,no,no,yes,no
Data Science Analyst | It | Sb Finance (Makati),"Makati, Makati, Philippines",Full Time,Entry-level,35000.0,"Agile,APIs,Banking,Business Analytics,Computer Science,Excel",no,no,no,no,no
"Product Manager, Attribution (Data Products)",United States/ United States,Full Time,Senior-level,131000.0,"Business Intelligence,CX,Data analysis,Engineering,Excel,KPIs",no,no,no,no,no
"Constructability Engineer, Data Center Design Engineering","Herndon, Virginia, USA",Full Time,Senior-level,69000.0,"AWS,Engineering,Research,,,",no,no,no,no,no
Data Engineer (India),India,Full Time,Mid-level,73000.0,"Architecture,Big Data,Computer Science,Data pipelines,Engineering,ETL",no,no,no,no,no
"(.) Scientist, Computational Protein Design","Boston, MA",Full Time,Senior-level,69000.0,"AWS,Biology,Chemistry,Deep Learning,Engineering,Machine Learning",no,no,no,no,no
Research Engineer in Text Analytics (Direct Contract with Bosch),India,Full Time,Senior-level,105000.0,"Architecture,Classification,Computer Science,Deep Learning,Engineering,Machine Learning",no,no,no,no,no
Data Scientist,"kfar Saba, Iael",Full Time,Senior-level,129000.0,"Classification,Engineering,Machine Learning,Mathematics,ML models,Pandas",no,no,no,no,no
Data Analyst,"Mumbai, India",Full Time,Senior-level,92000.0,"BigQuery,Data Studio,DevOps,GCP,Google Cloud,SQL",no,no,no,yes,no
Data Engineer Spark/Scala Expérimenté - H/F,"Nantes, France",Full Time,Entry-level,59000.0,"Ansible,AWS,Azure,Big Data,Cassandra,Consulting",no,no,no,no,no
. Data Engineer,"Jersey City, NJ, United States",Full Time,Senior-level,115000.0,"Architecture,Athena,AWS,Big Data,Computer Science,Data Analytics",no,no,no,no,no
Data Engineer (f/m/x),"Berlin, Germany",Full Time,Entry-level,59000.0,"Airflow,AWS,Azure,CI/CD,CX,Data pipelines",no,no,no,no,no
Ingéni Data Scientist expérimenté - F/H,"Toulouse, France",Full Time,Entry-level,40000.0,"Architecture,Data Mining,Drones,Engineering,Machine Learning,Python",no,no,no,no,yes
Data Scientist,"Washington, DC, United States",Full Time,Senior-level,129000.0,"Big Data,Business Analytics,Clustering,Computer Science,Data Mining,Economics",no,no,no,no,no
"Flying Data Manager (M/F), 12 months (renewable)","Niamey, Niger",Full Time,Entry-level,77000.0,"Data analysis,Data management,Research,,,",no,no,no,no,no
Research Engineer- Atmospheric Perils Vulnerability,"Boston, MA, United States",Full Time,Entry-level,105000.0,"Data Mining,Data visualization,Engineering,Excel,Fortran,Machine Learning",no,no,no,no,no
Azure Data Architect (F/H),"Nantes, France",Full Time,Senior-level,62000.0,"Agile,Architecture,Azure,Big Data,Business Intelligence,CI/CD",no,no,no,no,no
Research Scientist,India,Full Time,Senior-level,89000.0,"Business Intelligence,Computer Science,Deep Learning,EDA,Genetics,HuggingFace",no,no,no,no,no
Associate Manager - Data Architect,"Gurgaon, India",Full Time,Mid-level,135000.0,"Architecture,Consulting,Data management,Data strategy,Data Studio,E-commerce",no,no,no,no,no
Manager Data Science,"Foster City, CA, United States",Full Time,Senior-level,69000.0,"Computer Science,Consulting,Consulting firm,Data Analytics,Distributed Systems,FinTech",no,no,no,no,no
Software Engineer - Data Engineering (Java/Spark),India,Full Time,Senior-level,115000.0,"Agile,APIs,Architecture,AWS,Big Data,Computer Science",no,no,no,no,no
Geoscience Data Scientist,"Flexible, United Kingdom",Full Time,Senior-level,129000.0,"Agile,Computer Science,Data pipelines,Engineering,ETL,Git",no,no,no,no,no
Director of Data Science (f/m/x),"Berlin, Germany",Full Time,Executive-level,141000.0,"AWS,Engineering,Machine Learning,ML models,MLOps,Python",no,no,no,no,yes
Head of Data Science (f/m/x),"Berlin, Germany",Full Time,Executive-level,102000.0,"AWS,Engineering,Linux,Machine Learning,ML models,MLOps",no,no,no,no,no
DB/ETL Developer,"Thane, India",Full Time,Senior-level,63000.0,"AWS,Azure,BigQuery,Computer Science,Consulting,CX",no,no,no,no,no
Data Engineer,United States,Full Time,Senior-level,155000.0,"Airflow,Computer Science,Data Analytics,Data Mining,Data pipelines,Data visualization",no,no,no,no,no
Inhouse Consultant Data Analyst & Process Mining (w/m/div.),"Stuttgart, Germany",Full Time,Senior-level,62000.0,"Agile,Business Intelligence,Data Analytics,DevOps,Julia,Python",no,no,no,no,yes
