job_title,location,job_type,experience_level,salary,requirements,excel,tableau,power_bi,sql,python
Big Data Engineer,"Chicago, IL, United States",Full Time,Senior-level,30000.0,"Airflow,Architecture,AWS,Big Data,Cassandra,Computer Science",no,no,no,no,no
Data Engineer,France,Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,BigQuery,CI/CD",no,no,no,no,no
IC21D3 -  Data Scientist - Cleared,"Annapolis Junction, Maryland, United States",Full Time,Mid-level,55000.0,"Computer Science,Data analysis,Data Mining,Engineering,Machine Learning,Mathematics",no,no,no,no,no
Business Intelligence Developer,"Remote, India",Full Time,Senior-level,49000.0,"Agile,AWS,Business Intelligence,Computer Science,CX,Data governance",no,no,no,no,no
Data Engineer - Remote US,United States,Full Time,Senior-level,115000.0,"AWS,Azure,Computer Science,Data pipelines,Data quality,Engineering",no,no,no,no,no
Project Manager - Software Development for Surgical Data Science,"Munich, Germany",Full Time,Senior-level,62000.0,"Agile,Big Data,Computer Science,Data analysis,Data Analytics,Engineering",no,no,no,no,no
"Software Engineer - Java, BigData, Distributed, Spark / Kafka, NoSQL",India,Full Time,Senior-level,49000.0,"APIs,Architecture,AWS,Big Data,Computer Science,Engineering",no,no,no,no,no
Data Engineer,"Norristown, PA, United States",Full Time,Senior-level,94000.0,"Agile,Airflow,AWS,CI/CD,ELT,Engineering",no,no,no,no,no
BI Analyst,"Cardiff, Wales, United Kingdom",Full Time,Mid-level,48000.0,"Agile,Azure,Big Data,CX,Databricks,Engineering",no,no,no,no,no
"Lead Research Engineer, Machine Learning",United Kingdom,Full Time,Mid-level,105000.0,"Agile,Computer Science,Computer Vision,Engineering,Kanban,Linux",no,no,no,no,no
Data Scientist,UK - (Remote / London Office),Full Time,Senior-level,129000.0,"E-commerce,Engineering,Machine Learning,ML models,NLP,Privacy",no,no,no,no,no
Data Analyst,United States,Full Time,Entry-level,40000.0,"Excel,Flask,JavaScript,Python,R,Research",no,no,no,no,yes
Machine Learning Engineer: Radar Camera Fusion,"Venice, California, United States",Full Time,Senior-level,199000.0,"Architecture,Computer Science,CUDA,Deep Learning,Engineering,Lidar",no,no,no,no,no
Machine Learning Engineer (DLP),United States,Full Time,Senior-level,119000.0,"AWS,Computer Science,Computer Vision,Deep Learning,Docker,Engineering",no,no,no,no,no
"Research Engineer, Medical NLP/LLMs","Haifa or Tel Aviv, Iael",Full Time,Senior-level,105000.0,"Computer Science,Deep Learning,LLMs,Model training,NLP,PhD",no,no,no,no,no
MarketingData Analyst,"Needham, MA",Full Time,Senior-level,100000.0,"A/B testing,Amplitude,Business Intelligence,Computer Science,Data analysis,Data Mining",no,no,no,no,no
IC22DSP - Principal Data Scientist - Cleared,"Annapolis Junction, Maryland, United States",Full Time,Mid-level,55000.0,"Computer Science,Data analysis,Data Mining,Engineering,Machine Learning,Mathematics",no,no,no,no,no
"Staff Data Scientist, CashApp Compliance Engineering & Technology",United States,Full Time,Senior-level,156000.0,"Banking,Blockchain,Business Analytics,Computer Science,Crypto,Data visualization",no,no,no,no,no
PhD in Radar Deep Learning Perception,"Renningen, Germany",Full Time,Entry-level,39000.0,"Architecture,Autonomous Driving,Computer Science,Deep Learning,Machine Learning,Mathematics",no,no,no,no,no
Executive Data Manager (Vaga afirmativa para mulheres),"São Paulo, Brazil",Full Time,Executive-level,77000.0,"Airflow,APIs,AWS,Python,Scala,Spark",no,no,no,no,yes
or Staff,United Stateslifornia,Full Time,Senior-level,69000.0,"Architecture,Computer Science,Databricks,Engineering,Excel,Feature engineering",no,no,no,no,no
Data Engineer - Data Platform m/f/d,France,Full Time,Senior-level,115000.0,"Ansible,Architecture,Big Data,CI/CD,DataOps,Data pipelines",no,no,no,no,no
"Director, Creative Media Operations (Data Engineer)","Chicago, IL, United States",Full Time,Executive-level,115000.0,"APIs,Content creation,JavaScript,JSON,XML,",no,no,no,no,no
Data Science Manager,"Tel Aviv, Iael",Full Time,Senior-level,144000.0,"Big Data,Engineering,Genetics,Machine Learning,NLP,Privacy",no,no,no,no,no
Head of Data - Digital & Cloud,"Dublin, Ireland",Full Time,Executive-level,102000.0,"Architecture,AWS,Azure,Consulting,DevOps,ELT",no,no,no,no,no
Legal and ComplianceData Analyst,London,Full Time,Entry-level,39000.0,"Computer Science,Data analysis,Data Analytics,Data management,Engineering,Excel",no,no,no,no,no
"Staff Data Scientist - Inference, Marketing Technology",United States,Full Time,Senior-level,220000.0,"Bayesian,Causal inference,Economics,LLMs,Machine Learning,PhD",no,no,no,no,no
Data Scientist (TS/SCI clearance),"Langley AFB, Virginia",Full Time,Senior-level,129000.0,"Agile,Architecture,Big Data,Data Analytics,Data governance,Data Mining",no,no,no,no,no
". Machine Learning Engineer, Content Discovery",United States; United States,Full Time,Senior-level,180000.0,"Airflow,BigQuery,Deep Learning,Elasticsearch,GCP,LLMs",no,no,no,no,no
Data Scientist,"Markham, ON, Canada",Full Time,Senior-level,129000.0,"AWS,Deep Learning,EC2,Lambda,Machine Learning,Mathematics",no,no,no,no,no
Attack SurfaceData Analyst (Xpanse),United States,Full Time,Senior-level,74000.0,"Engineering,Excel,Mathematics,Research,Security,Statistics",no,no,no,no,no
. Data Scientist,India,Full Time,Senior-level,129000.0,"Big Data,Clustering,Computer Science,Consulting,Data Analytics,Data Mining",no,no,no,no,no
"Data Engineer, Finance",Remote (Global),Full Time,Senior-level,151000.0,"Architecture,Big Data,Blockchain,Computer Science,Crypto,Data pipelines",no,no,no,no,no
Data Engineer III,US-MD-Lanham//US-Remote,Full Time,Senior-level,115000.0,"AWS,Data pipelines,Data warehouse,Data Warehousing,Engineering,Kubernetes",no,no,no,no,no
GEOINT Data Scientist,"Wright Patterson AFB, Ohio",Full Time,Senior-level,129000.0,"Computer Science,Engineering,Mathematics,Nonprofit,Physics,Research",no,no,no,no,no
Data Analyst Lead,"Austin, TX",Full Time,Senior-level,69000.0,"Clustering,CX,Data analysis,Data Analytics,E-commerce,Looker",no,no,no,no,no
()Data Analyst (f/m/x),"Berlin, Germany",Full Time,Entry-level,42000.0,"Computer Science,Data Analytics,Data visualization,Engineering,Excel,GitHub",no,no,no,no,no
"Data Scientist, . Consultant - Cybersecurity AI Research & Products","Ashburn, VA, United States",Full Time,Senior-level,129000.0,"AWS,Azure,Cassandra,Clustering,Data Mining,Deep Learning",no,no,no,no,no
Data Infrastructure Engineer for a Management Software for Private Practices,United States,Full Time,Senior-level,62000.0,"Ansible,AWS,Crypto,Data pipelines,DevOps,Docker",no,no,no,no,no
Principal Software Engineer  (AI/ML),United States,Full Time,Senior-level,69000.0,"Computer Science,Data Analytics,Deep Learning,Engineering,Golang,LangChain",no,no,no,no,no
Mid-Level Data Engineer,"Milton Keynes, England, United Kingdom",Full Time,Mid-level,73000.0,"Architecture,Azure,Consulting,Databricks,Data pipelines,Data quality",no,no,no,no,no
Machine Learning Engineer II (User Modelling & Targeting),"London, UK",Full Time,Senior-level,131000.0,"AWS,Big Data,Computer Science,Engineering,Kubernetes,Machine Learning",no,no,no,no,no
IC20DS2 - Mid Level Data Scientist - Cleared,"Annapolis Junction, Maryland, United States",Full Time,Mid-level,55000.0,"Computer Science,Data analysis,Data Mining,Engineering,Machine Learning,Mathematics",no,no,no,no,no
Data Analyst,Remote - USA,Full Time,Senior-level,93000.0,"AWS,Crypto,CX,Data visualization,Finance,Looker",no,no,no,no,no
Master Data Management Analyst,"Dallas, Texas, United States",Full Time,Mid-level,56000.0,"Agile,Consulting,Consulting firm,Data management,ETL,Machine Learning",no,no,no,no,no
Business Intelligence Engineer - India,"Remote, India",Full Time,Senior-level,49000.0,"Agile,AWS,Business Intelligence,Computer Science,CX,Data governance",no,no,no,no,no
"Robotics Software Engineer, Research and Development (Remote in US or Canada)","Wilmington, MA, United States",Full Time,Senior-level,62000.0,"API Development,APIs,Architecture,Computer Science,E-commerce,Research",no,no,no,no,no
Data Analyst,United States,Full Time,Senior-level,103000.0,"Business Intelligence,Consulting,Data Analytics,Looker,Pipelines,Python",no,no,no,no,yes
Data Analyst,"Istanbul, Istanbul, Turkey",Full Time,Mid-level,62000.0,"Business Intelligence,Data analysis,Data Analytics,Data warehouse,Economics,Finance",no,no,no,no,no
Lead Data Engineer - Remote US,United States,Full Time,Senior-level,115000.0,"AWS,Azure,Computer Science,Data pipelines,Data quality,Engineering",no,no,no,no,no
TransportationData Analyst (Tableau),"Monterrey, Nuevo Leon, Mexico",Full Time,Mid-level,62000.0,"Agile,Scrum,Tableau,,,",no,yes,no,no,no
Data Analyst,United States,Full Time,Senior-level,81000.0,"Business Intelligence,Consulting,Data Analytics,Looker,Pipelines,Python",no,no,no,no,yes
"Director of Data platform, Data engineering",France,Full Time,Executive-level,200000.0,"Airflow,APIs,Architecture,AWS,Big Data,Consulting",no,no,no,no,no
Applied Machine Learning Researcher,United States,Full Time,Mid-level,100000.0,"APIs,Architecture,AWS,Classification,Computer Science,EC2",no,no,no,no,no
BusinessData Analyst,"United States, Remote",Full Time,Senior-level,132000.0,"Business Analytics,Data Analytics,Engineering,Finance,Machine Learning,Python",no,no,no,no,yes
Financial AmendmentsData Analyst,"Cheadle, United Kingdom",Full Time,Entry-level,42000.0,"Excel,Finance,Testing,,,",no,no,no,no,no
Data Analyst and Reporting Engineer,Remote United States,Full Time,Senior-level,62000.0,"Computer Science,Data analysis,Data Analytics,Data governance,Data quality,Data visualization",no,no,no,no,no
Data Integration Specialist,United States,Full Time,Mid-level,56000.0,"APIs,AWS,Azure,Computer Science,Git,JavaScript",no,no,no,no,no
Data Analyst/Manager - Last Mile Planning (m/f/d),"Berlin, Germany",Full Time,Senior-level,92000.0,"Consulting,Economics,Excel,Finance,Flink,Machine Learning",no,no,no,no,no
HEDISData Analyst,"East Windsor, NJ, United States",Full Time,Senior-level,92000.0,"Data analysis,Data Analytics,Python,SQL,Tableau,",no,yes,no,yes,yes
Data Scientist II,India,Full Time,Senior-level,129000.0,"Architecture,CX,Data Analytics,DevOps,Engineering,Machine Learning",no,no,no,no,no
Robotics Engineer,Los Angeles,Full Time,Senior-level,69000.0,"APIs,CAD,Computer Vision,Engineering,Industrial,Machine Learning",no,no,no,no,no
Data Engineer,France,Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,BigQuery,CI/CD",no,no,no,no,no
Bigdata Tester II (R-14443),India - India,Full Time,Senior-level,55000.0,"Agile,AWS,Big Data,CI/CD,Engineering,GCP",no,no,no,no,no
"Research Engineer, Machine Learning",United Kingdom,Full Time,Senior-level,105000.0,"Agile,Computer Science,Computer Vision,Engineering,Kanban,Linux",no,no,no,no,no
"Staff Engineer, Robotics Controls  (Research & Development, Hybrid-  Nashua, NH)","Nashua, NH, United States",Full Time,Senior-level,69000.0,"Architecture,Computer Science,E-commerce,Engineering,Machine Learning,R&D",no,no,no,no,no
Data Analyst,"Parnell, Auckland, New Zealand",Full Time,Mid-level,62000.0,"Agile,AWS,Data analysis,Data warehouse,Data Warehousing,DevOps",no,no,no,no,no
Senior/Staff Machine Learning Engineer - Ads,Remote,Full Time,Senior-level,180000.0,"Biology,Computer Science,Engineering,Machine Learning,Mathematics,ML models",no,no,no,no,no
Analytics Engineer,Remote - US,Full Time,Senior-level,110000.0,"Airflow,BigQuery,Data governance,Data pipelines,Data visualization,Data warehouse",no,no,no,no,no
Data Product Owner,United Kingdom,Full Time,Mid-level,51000.0,"Agile,Architecture,Azure,Consulting,CX,Data governance",no,no,no,no,no
C002854 ITData Analyst - SME/Architect (NS) - FRI 26 May,"Mons, Wallonia, Belgium",Full Time,Senior-level,92000.0,"Engineering,Security,,,,",no,no,no,no,no
Robotics Engineer - Tech Lead,Redwood City,Full Time,Senior-level,103000.0,"Architecture,Computer Science,Computer Vision,Data analysis,Engineering,Machine Learning",no,no,no,no,no
"Research Scientist, Safe, Reliable & Trustworthy AI","London, UK",Full Time,Senior-level,89000.0,"Architecture,Computer Vision,Deep Learning,Engineering,Industrial,JAX",no,no,no,no,no
Data Analyst,Remote,Full Time,Entry-level,60000.0,"Business Intelligence,Engineering,Genetics,Git,Pandas,Python",no,no,no,no,yes
Data Analyst - Argentina,Remote,Full Time,Senior-level,92000.0,"A/B testing,Architecture,AWS,CI/CD,Computer Science,Economics",no,no,no,no,no
 BI Analyst,"Sofia, Bulgaria",Full Time,Entry-level,48000.0,"Agile,Credit risk,Power BI,SQL,Tableau,",no,yes,yes,yes,no
SalesData Analyst,"Teaneck, NJ",Full Time,Mid-level,56000.0,"Economics,Excel,Industrial,,,",no,no,no,no,no
Data Engineer,United States,Full Time,Senior-level,115000.0,"APIs,Athena,AWS,CI/CD,Data analysis,Data pipelines",no,no,no,no,no
CarbonData Analyst,Singapore,Full Time,Mid-level,62000.0,"Big Data,Engineering,Excel,Security,SQL,Unstructured data",no,no,no,yes,no
"Machine Learning Scientist, ML Research",United StatesBay Area or Remote,Full Time,Senior-level,145000.0,"Biology,Chemistry,Computer Science,Deep Learning,Drug discovery,Generative modeling",no,no,no,no,no
"Software Engineer, Data Ingestion","Waterloo, ON",Full Time,Senior-level,69000.0,"AWS,Azure,Computer Science,Docker,Engineering,ETL",no,no,no,no,no
Assistant Analytics Engineer,"Sofia, Bulgaria",Full Time,Entry-level,103000.0,"Banking,Data analysis,Data Analytics,Economics,ETL,Mathematics",no,no,no,no,no
Environmental and Sustainability Data Manager,"Sunbury-on-Thames, England, United Kingdom",Full Time,Mid-level,77000.0,"Agile,Azure,Consulting,Data governance,Data management,Data quality",no,no,no,no,no
"Machine Learning Scientist, Cheminformatics",United StatesBay Area or Remote,Full Time,Senior-level,145000.0,"AWS,Computer Science,Deep Learning,Drug discovery,GCP,Machine Learning",no,no,no,no,no
Machine Learning Engineer (Risk),"Singapore, Singapore, Singapore",Full Time,Mid-level,74000.0,"Architecture,Computer Science,Credit risk,E-commerce,Machine Learning,MySQL",no,no,no,yes,no
Data Scientist,"McLean, Virginia, United States",Full Time,Mid-level,55000.0,"Business Analytics,Computer Science,Data analysis,Data visualization,Economics,Excel",no,no,no,no,no
(.) Machine Learning Scientist,"Cambridge, MA USA",Full Time,Senior-level,129000.0,"Architecture,AWS,Bayesian,Computer Science,Data pipelines,Deep Learning",no,no,no,no,no
Data Analyst - NGLs,"Kolkata, West Bengal, India",Full Time,Mid-level,62000.0,"Data quality,Economics,Engineering,Excel,Finance,Python",no,no,no,no,yes
BI &Data Analyst,United Kingdom,Full Time,Senior-level,92000.0,"BigQuery,Business Intelligence,Data Analytics,Data warehouse,Engineering,Excel",no,no,no,no,no
Head ofData Analyst Operations,"Santiago de Querétaro, Querétaro, Mexico",Full Time,Mid-level,62000.0,"Computer Science,Economics,Excel,Finance,Mathematics,Power BI",no,no,yes,no,no
Data Visualization Engineer,"Hybrid - Gurugram, India",Full Time,Senior-level,55000.0,"CI/CD,D3,Data visualization,Data warehouse,Engineering,GitHub",no,no,no,no,no
Data Analyst,Bangkok,Full Time,Mid-level,62000.0,"A/B testing,Banking,Business Intelligence,Computer Science,Consulting,Data analysis",no,no,no,no,no
Process andData Analyst,India,Full Time,Senior-level,92000.0,"Big Data,Chatbots,Data Analytics,Data management,Data visualization,Finance",no,no,no,no,no
"Data Scientist, Marketing Analytics",Oslo - Norway,Full Time,Senior-level,129000.0,"Classification,Clustering,Computer Science,Databricks,Julia,Machine Learning",no,no,no,no,no
AI/ML Engineer,India,Full Time,Senior-level,131000.0,"Architecture,Computer Science,Computer Vision,Deep Learning,Engineering,fastai",no,no,no,no,no
Data Engineer (East Coast US Hours),Remote in Philippines,Full Time,Senior-level,115000.0,"APIs,Architecture,Athena,AWS,Azure,Databricks",no,no,no,no,no
Big Data Engineer,"Athina, Attica, Greece",Full Time,Senior-level,30000.0,"Airflow,Architecture,Azure,Big Data,CI/CD,Databricks",no,no,no,no,no
Machine Learning Engineer,"São Paulo, Brazil",Full Time,Senior-level,131000.0,"APIs,Engineering,Machine Learning,ML models,Pipelines,PySpark",no,no,no,no,no
". Machine Learning Engineer, Study",United States,Full Time,Senior-level,180000.0,"Engineering,GPT,LLMs,Machine Learning,Python,Research",no,no,no,no,yes
Data Engineer (remote),"Washington, DC",Full Time,Senior-level,113000.0,"Agile,Airflow,Architecture,AWS,Azure,Big Data",no,no,no,no,no
Data Scientist,"Berlin, Germany",Full Time,Senior-level,129000.0,"A/B testing,Airflow,AWS,Bayesian,Computer Vision,Deep Learning",no,no,no,no,no
Data Analyst,"Athens, GR",Full Time,Entry-level,42000.0,"Agile,Data quality,Data Warehousing,ELT,Engineering,ETL",no,no,no,no,no
Machine Learning Ops Engineer (EMEA Time Zone - Remote),Riga or Tallinn,Full Time,Senior-level,56000.0,"APIs,Architecture,AWS,CI/CD,Computer Science,Computer Vision",no,no,no,no,no
Data Engineer,"Cambridge, United Kingdom",Full Time,Senior-level,115000.0,"Agile,AWS,Azure,Big Data,Computer Science,Data pipelines",no,no,no,no,no
"Data Engineer (Frankfurt, Gemany)","Frankfurt, Hessen, Germany",Full Time,Mid-level,73000.0,"Agile,Computer Science,Consulting,Data Analytics,Data pipelines,Data quality",no,no,no,no,no
R&DData Analyst,Herzliya,Full Time,Senior-level,92000.0,"AWS,Computer Science,Data analysis,Data Analytics,Data pipelines,Data visualization",no,no,no,no,no
Quantitative Research Analyst,"London, France, Amsterdam",Full Time,Senior-level,62000.0,"Computer Science,Data analysis,Mathematics,PhD,Python,Research",no,no,no,no,yes
Data Engineer,London,Full Time,Senior-level,115000.0,"Airflow,Business Intelligence,Data governance,Data pipelines,Data quality,Data Warehousing",no,no,no,no,no
Artificial Intelligence SME,"Arlington, VA",Full Time,Senior-level,69000.0,"AI strategy,Architecture,Consulting,Consulting firm,Deep Learning,Engineering",no,no,no,no,no
"Engineering Manager, Machine Learning","Canada, Remote",Full Time,Senior-level,124000.0,"Classification,Computer Vision,Engineering,Machine Learning,ML models,MLOps",no,no,no,no,no
 Director - Implementation Quality - Medical Imaging/PACS,"Remote, OR, United States",Full Time,Senior-level,62000.0,"Agile,Architecture,AWS,Azure,Computer Science,Consulting",no,no,no,no,no
Consultant DataOps/DevOps,France,Full Time,Entry-level,39000.0,"Agile,Ansible,AWS,Azure,Big Data,Blockchain",no,no,no,no,no
Data Engineer,United States,Full Time,Mid-level,73000.0,"Airflow,AWS,Azure,BigQuery,Docker,Engineering",no,no,no,no,no
Data Engineer,"India North, Karnataka, India",Full Time,Senior-level,115000.0,"APIs,Architecture,Computer Science,Data analysis,Data management,Data pipelines",no,no,no,no,no
Azure Data Developer,"Boston, Massachusetts, United States",Full Time,Senior-level,84000.0,"Azure,Data management,Finance,GitLab,ML models,Power BI",no,no,yes,no,no
Data Analyst Engineer,"Athens, GR",Full Time,Entry-level,30000.0,"Agile,Data Analyst,Data quality,Data Warehousing,ELT,Engineering",no,no,no,no,no
"Business Intelligence Engineer, Data Center Position Optimization (DCPO)",United States,Full Time,Senior-level,79000.0,"Architecture,AWS,Business Intelligence,Data Mining,Data pipelines,Data visualization",no,no,no,no,no
Machine Learning Product Manager (EMEA Time Zone - Remote),Riga or Tallinn,Full Time,Senior-level,56000.0,"Computer Science,Computer Vision,E-commerce,Engineering,LLMs,Machine Learning",no,no,no,no,no
Data Architect (TS/SCI clearance),"Wright Patterson AFB, Ohio",Full Time,Senior-level,135000.0,"Agile,Architecture,Business Intelligence,Computer Science,Data Analyst,Data governance",no,no,no,no,no
"Manager, Cloud Data Operations",Anywhere in the US,Full Time,Senior-level,62000.0,"Architecture,AWS,Azure,Big Data,Computer Science,Data Analyst",no,no,no,no,no
Research Engineer,"Estonia, Germany, Spain, UK, ope (remote)",Full Time,Senior-level,105000.0,"Computer Vision,Deep Learning,Engineering,Machine Learning,Pipelines,Research",no,no,no,no,no
Big Data Engineer,"Warszawa, Poznan, Torun, Gdansk, Poland",Full Time,Senior-level,30000.0,"Big Data,BigQuery,CI/CD,Dataflow,Engineering,GCP",no,no,no,no,no
Assistant Research Associate (Data Analyst),"Kathmandu, Bagmati Province, Nepal",Full Time,Mid-level,62000.0,"Data analysis,Data management,Econometrics,Economics,R,Research",no,no,no,no,no
Data Engineer,Serbia,Full Time,Senior-level,115000.0,"Airflow,APIs,Athena,AWS,Clojure,Computer Science",no,no,no,no,no
"Machine Learning Scientist, Genomics","Seattle, WA",Full Time,Senior-level,120000.0,"AWS,Biology,Computer Science,Deep Learning,Engineering,Generative modeling",no,no,no,no,no
Analyst (Data Integration),United States or Boston,Full Time,Entry-level,65000.0,"Python,R,RDBMS,Research,SQL,Statistics",no,no,no,yes,yes
Principal Data Architect,"Warsaw, Mazowieckie, Poland",Full Time,Senior-level,62000.0,"Architecture,AWS,Azure,Computer Science,Crypto,Databricks",no,no,no,no,no
Staff Product Analytics Engineer - Madrid,Spain,Full Time,Senior-level,110000.0,"Agile,AWS,Azure,Business Analytics,Computer Science,CX",no,no,no,no,no
Operations Research Analyst,"McLean, Virginia, United States",Full Time,Mid-level,56000.0,"Architecture,Big Data,Cassandra,Computer Science,Data analysis,Data Analyst",no,no,no,no,no
3D Data Quality Analyst - Contract,"Palo Alto, California, United States",Full Time,Entry-level,39000.0,"3D graphics,Computer Vision,Data quality,Engineering,,",no,no,no,no,no
Data Analyst (TS/SCI clearance),"Wright Patterson AFB, Ohio",Full Time,Entry-level,42000.0,"Agile,Architecture,Data analysis,Data Analyst,Data governance,Data Mining",no,no,no,no,no
Staff Data Architect,United States,Full Time,Senior-level,168000.0,"Agile,Architecture,AWS,Big Data,Data Analyst,Databricks",no,no,no,no,no
Big Data Engineer,"Yokne'am Illit, Iael",Full Time,Senior-level,30000.0,"Airflow,Architecture,Big Data,Business Intelligence,Computer Science,DevOps",no,no,no,no,no
Data Science Consultant (TS/SCI clearance),"Wright Patterson AFB, Ohio",Full Time,Entry-level,30000.0,"Agile,Architecture,Big Data,Data Analyst,Data governance,Data Mining",no,no,no,no,no
"Machine Learning Engineer - Data Pre-processing, Pipeline, Streaming",India,Full Time,Senior-level,131000.0,"Airflow,BigQuery,Computer Science,Docker,Engineering,Excel",no,no,no,no,no
Data Scientist,"Charlottesville, Virginia, United States",Full Time,Mid-level,55000.0,"Big Data,Computer Science,Data analysis,Data visualization,Hadoop,Julia",no,no,no,no,no
Data Analyst (Citymapper),"Boston, Chicago, Seattle",Full Time,Senior-level,65000.0,"Data quality,Python,,,,",no,no,no,no,yes
Cloud Data Operations Engineer,Anywhere in the US,Full Time,Senior-level,60000.0,"Architecture,AWS,Azure,Big Data,Computer Science,Data analysis",no,no,no,no,no
Data Scientist,Remote - United States,Full Time,Senior-level,129000.0,"API Development,APIs,Architecture,AWS,Computer Science,Data analysis",no,no,no,no,no
Data Architect (TS/SCI clearance),"Wright Patterson AFB, Ohio",Full Time,Senior-level,135000.0,"Agile,Architecture,Business Intelligence,Computer Science,Data analysis,Data Analyst",no,no,no,no,no
"Machine Learning Engineer, Genomics","Seattle, WA",Full Time,Senior-level,100000.0,"Airflow,AWS,Big Data,Biology,Computer Science,Data pipelines",no,no,no,no,no
 PeopleData Analyst (m/w/x),Berlin HQ,Full Time,Senior-level,92000.0,"Consulting,Excel,KPIs,Power BI,,",no,no,yes,no,no
Data Analyst - Go To Market Analytics,Remote (US),Full Time,Senior-level,92000.0,"Data analysis,Economics,Engineering,KPIs,Looker,Mathematics",no,no,no,no,no
"Analyst, Decision Sciences",United States,Full Time,Entry-level,52000.0,"Consulting,Data analysis,Economics,Engineering,Excel,Market research",no,no,no,no,no
Machine Learning Engineer,"Germany, Germany",Full Time,Senior-level,131000.0,"Architecture,Chatbots,Computer Science,Data quality,Deep Learning,Machine Learning",no,no,no,no,no
Data Engineer,India,Full Time,Senior-level,115000.0,"Architecture,Azure,Bitbucket,Computer Science,Data management,Data pipelines",no,no,no,no,no
"Director, Machine Vision & Robotics","Wilmington, MA, United States",Full Time,Executive-level,81000.0,"Architecture,Classification,Computer Science,Deep Learning,E-commerce,Git",no,no,no,no,no
"Principal Lead, Autonomous Manipulation","Wilmington, MA, United States",Full Time,Senior-level,69000.0,"Architecture,Caffe,E-commerce,Engineering,Linux,Machine Learning",no,no,no,no,no
"Data Engineer, Data & ML Products","Amsterdam, Netherlands",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Azure,Big Data,Bigtable",no,no,no,no,no
Data Analyst & Excel Specialist,"Cheadle, United Kingdom",Full Time,Entry-level,42000.0,"Excel,Finance,Testing,,,",no,no,no,no,no
Business/Data Analyst,"Gurgaon, Mumbai, Budapest, India",Full Time,Entry-level,42000.0,"Computer Science,Engineering,Finance,Mathematics,Python,R",no,no,no,no,yes
PDRA in AI for Autonomous Systems,"Culham, United Kingdom",Full Time,Senior-level,62000.0,"Computer Vision,Deep Learning,Industrial,PhD,Research,Robotics",no,no,no,no,no
Data Analyst - Risk Management (CIB),"Johannesburg, South Africa",Full Time,Entry-level,42000.0,"A/B testing,Banking,Big Data,Computer Science,Credit risk,Data analysis",no,no,no,no,no
Lead Data Scientist,"Jersey City, NJ, United States",Full Time,Entry-level,40000.0,"Big Data,Causal inference,Data analysis,Data governance,Economics,Engineering",no,no,no,no,no
Data Analyst (Reporting and Insights),Spain,Full Time,Senior-level,92000.0,"Data Mining,Data Studio,Looker,Power BI,Statistics,",no,no,yes,no,no
Data Engineer,"Seattle, WA, United States",Full Time,Senior-level,81000.0,"APIs,Architecture,AWS,CI/CD,Data analysis,Data visualization",no,no,no,no,no
"Data Analyst, Payments Fraud",United States,Full Time,Senior-level,104000.0,"Data visualization,Engineering,Finance,Looker,Python,R",no,no,no,no,yes
"Data Scientist, Invoices",United States,Full Time,Senior-level,129000.0,"Architecture,Banking,Blockchain,Clustering,Crypto,Data strategy",no,no,no,no,no
Data Management - Lead Associate (Hybrid),"Washington, DC, United States",Full Time,Mid-level,56000.0,"Agile,APIs,Architecture,AWS,Business Intelligence,Classification",no,no,no,no,no
Data Scientist,"Chicago, IL, United States",Full Time,Entry-level,39000.0,"Business Intelligence,Data quality,Genetics,Python,R,SQL",no,no,no,yes,yes
Data Scientist,"Jersey City, NJ, United States",Full Time,Entry-level,39000.0,"Big Data,Causal inference,Data governance,Economics,Engineering,Feature engineering",no,no,no,no,no
Finance Data Management Manager (Hybrid),"Washington, DC, United States",Full Time,Executive-level,81000.0,"Agile,Architecture,Athena,AWS,Classification,Computer Science",no,no,no,no,no
"Data Analyst, Marketing Technology","Stamford, Connecticut, United States",Full Time,Senior-level,92000.0,"Architecture,Data analysis,Data governance,Data visualization,ETL,Excel",no,no,no,no,no
Cloud Data Engineer (TS/SCI Poly),United States,Full Time,Senior-level,69000.0,"Agile,Architecture,Big Data,Cassandra,Consulting,Data Analyst",no,no,no,no,no
Director- Data Science Platform,"Foster City, CA, United States",Full Time,Executive-level,81000.0,"Business Intelligence,Computer Science,Docker,Engineering,Hadoop,Horovod",no,no,no,no,no
Presales Data Architect - Streaming (Remote US),United States,Full Time,Senior-level,204000.0,"AWS,Azure,Distributed Systems,Engineering,GCP,Kafka",no,no,no,no,no
Big Data Engineer,"Warszawa, Poznan, Torun, Gdansk, Poland",Full Time,Senior-level,30000.0,"Airflow,Big Data,BigQuery,Dataflow,Dataproc,GCP",no,no,no,no,no
"Azure Data Architect w/Databricks - D&A (remote, Costa Rica-based)","San José, Costa Rica",Full Time,Senior-level,62000.0,"APIs,AWS,Azure,Databricks,Data pipelines,Engineering",no,no,no,no,no
ProductData Analyst sénior (h/f) en CDI à France,France,Full Time,Senior-level,92000.0,"Amplitude,Python,R,SQL,,",no,no,no,yes,yes
Delivery Manager - Data and AI Consulting Services,"Toronto, ON, Canada",Full Time,Executive-level,81000.0,"Computer Science,Consulting,Consulting firm,Engineering,Mathematics,PhD",no,no,no,no,no
